GeneID	Expression
CCNA_03298	False
CCNA_R0019	False
CCNA_00985	False
CCNA_01106	False
CCNA_01356	False
CCNA_02718	False
CCNA_03288	False
CCNA_03841	False
CCNA_00455	False
CCNA_00931	False
CCNA_02680	False
CCNA_02001	False
CCNA_00856	False
CCNA_02152	False
CCNA_02375	False
CCNA_03396	False
CCNA_03552	False
CCNA_03595	False
CCNA_00962	False
CCNA_01447	False
CCNA_02440	False
CCNA_01659	False
CCNA_02856	False
CCNA_01794	False
CCNA_02982	False
CCNA_R0193	False
CCNA_00415	False
CCNA_02471	False
CCNA_03795	False
CCNA_00064	False
CCNA_01072	False
CCNA_01446	False
CCNA_01766	False
CCNA_01807	False
CCNA_02885	False
CCNA_03078	False
CCNA_03592	False
CCNA_00247	False
CCNA_00051	False
CCNA_02791	False
CCNA_03734	False
CCNA_03502	False
CCNA_03743	False
CCNA_00093	False
CCNA_00152	False
CCNA_00166	False
CCNA_00303	False
CCNA_00533	False
CCNA_00794	False
CCNA_01452	False
CCNA_01526	False
CCNA_01596	False
CCNA_01742	False
CCNA_02197	False
CCNA_02456	False
CCNA_02576	False
CCNA_02815	False
CCNA_02893	False
CCNA_03625	False
CCNA_03776	False
CCNA_03879	False
CCNA_03977	False
CCNA_R0097	False
CCNA_00007	False
CCNA_00452	False
CCNA_01977	False
CCNA_02766	False
CCNA_03804	False
CCNA_00173	False
CCNA_00477	False
CCNA_00557	False
CCNA_00780	False
CCNA_00834	False
CCNA_00912	False
CCNA_01086	False
CCNA_01095	False
CCNA_01123	False
CCNA_02484	False
CCNA_02580	False
CCNA_03004	False
CCNA_03352	False
CCNA_03443	False
CCNA_03536	False
CCNA_03921	False
CCNA_03997	False
CCNA_01569	False
CCNA_01738	False
CCNA_02750	False
CCNA_03506	False
CCNA_03620	False
CCNA_02664	False
CCNA_02967	False
CCNA_03092	False
CCNA_03932	False
CCNA_00873	False
CCNA_02100	False
CCNA_03049	False
CCNA_03309	False
CCNA_03319	False
CCNA_03878	False
CCNA_00369	False
CCNA_00438	False
CCNA_02503	False
CCNA_02523	False
CCNA_02667	False
CCNA_03826	False
CCNA_03375	False
CCNA_03848	False
CCNA_00525	False
CCNA_00796	False
CCNA_01117	False
CCNA_01149	False
CCNA_01191	False
CCNA_01358	False
CCNA_01678	False
CCNA_02080	False
CCNA_02337	False
CCNA_02556	False
CCNA_02659	False
CCNA_02713	False
CCNA_02745	False
CCNA_02754	False
CCNA_02868	False
CCNA_03051	False
CCNA_03223	False
CCNA_03597	False
CCNA_03621	False
CCNA_03656	False
CCNA_03658	False
CCNA_03678	False
CCNA_03812	False
CCNA_03846	False
CCNA_00201	False
CCNA_00507	False
CCNA_03312	False
CCNA_00565	False
CCNA_00569	False
CCNA_00655	False
CCNA_00793	False
CCNA_00827	False
CCNA_00957	False
CCNA_01593	False
CCNA_01832	False
CCNA_02112	False
CCNA_02927	False
CCNA_02957	False
CCNA_02975	False
CCNA_03135	False
CCNA_03261	False
CCNA_03294	False
CCNA_03679	False
CCNA_01893	False
CCNA_00847	False
CCNA_00905	False
CCNA_00313	False
CCNA_00738	False
CCNA_00795	False
CCNA_03187	False
CCNA_00575	False
CCNA_00631	False
CCNA_01233	False
CCNA_00045	False
CCNA_00935	False
CCNA_02260	False
CCNA_02767	False
CCNA_03133	False
CCNA_03215	False
CCNA_03355	False
CCNA_03662	False
CCNA_00224	False
CCNA_02163	False
CCNA_03416	False
CCNA_01273	False
CCNA_02874	False
CCNA_03495	False
CCNA_03669	False
CCNA_03966	False
CCNA_00748	False
CCNA_01719	False
CCNA_01970	False
CCNA_02501	False
CCNA_02550	False
CCNA_01543	False
CCNA_03007	False
CCNA_00210	False
CCNA_00282	False
CCNA_01042	False
CCNA_01069	False
CCNA_01875	False
CCNA_02009	False
CCNA_02176	False
CCNA_02908	False
CCNA_03161	False
CCNA_03542	False
CCNA_R0205	False
CCNA_01774	False
CCNA_03797	False
CCNA_00143	False
CCNA_00420	False
CCNA_00700	False
CCNA_01172	False
CCNA_R0061	False
CCNA_00633	False
CCNA_02351	False
CCNA_00724	False
CCNA_00913	False
CCNA_01991	False
CCNA_02073	False
CCNA_02156	False
CCNA_02222	False
CCNA_02530	False
CCNA_03041	False
CCNA_R0110	False
CCNA_00060	False
CCNA_02067	False
CCNA_02144	False
CCNA_03780	False
CCNA_02504	False
CCNA_00689	False
CCNA_00894	False
CCNA_00094	False
CCNA_R0198	False
CCNA_02017	False
CCNA_03967	False
CCNA_00099	False
CCNA_02621	False
CCNA_01736	False
CCNA_03297	False
CCNA_00040	False
CCNA_02725	False
CCNA_00792	False
CCNA_01756	False
CCNA_02565	False
CCNA_03252	False
CCNA_03166	False
CCNA_00592	False
CCNA_01145	False
CCNA_01716	False
CCNA_02399	False
CCNA_03612	False
CCNA_R0122	False
CCNA_01066	False
CCNA_00607	False
CCNA_01552	False
CCNA_01137	False
CCNA_03028	False
CCNA_03789	False
CCNA_00153	False
CCNA_00360	False
CCNA_00517	False
CCNA_00699	False
CCNA_02124	False
CCNA_03381	False
CCNA_03673	False
CCNA_00101	False
CCNA_01017	False
CCNA_02292	False
CCNA_03895	False
CCNA_01397	False
CCNA_02543	False
CCNA_00089	False
CCNA_00229	False
CCNA_00601	False
CCNA_00683	False
CCNA_00728	False
CCNA_00790	False
CCNA_00994	False
CCNA_01050	False
CCNA_01080	False
CCNA_01093	False
CCNA_01228	False
CCNA_01343	False
CCNA_01372	False
CCNA_01439	False
CCNA_01489	False
CCNA_01592	False
CCNA_01674	False
CCNA_01710	False
CCNA_01772	False
CCNA_01963	False
CCNA_01980	False
CCNA_02065	False
